months,multiple,gb_mon,security,backup,protection,support,unlimited,contract,paperless,monthly,satisfaction,churn_value,internet_type_DSL,internet_type_Fiber Optic,internet_type_None,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E,payment_Credit Card,payment_Mailed Check
0.75,1,0.08235294117647059,0,0,1,0,0,0.5,1,0.8134328358208955,0.5,1,0,1,0,0,0,0,0,0,0,0
0.25,0,0.2823529411764706,0,1,0,0,1,0.0,1,0.5512437810945274,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.1764705882352941,0,0,1,0,1,0.0,1,0.818407960199005,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.2823529411764706,0,1,0,0,0,0.0,1,0.5432835820895522,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.07058823529411765,0,0,0,0,1,0.0,1,0.5502487562189055,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.12941176470588234,0,1,0,0,1,0.0,1,0.6084577114427862,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.2,0,0,0,0,1,0.0,1,0.6601990049751243,0.0,1,0,0,0,0,0,0,0,0,0,0
0.5,1,0.22352941176470587,0,0,1,0,0,0.0,1,0.8039800995024875,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.12941176470588234,0,0,0,0,1,0.0,0,0.2656716417910448,0.25,1,1,0,0,0,0,0,0,1,1,0
0.0,0,0.3176470588235294,1,0,0,1,1,0.0,0,0.8164179104477611,0.0,1,0,1,0,0,0,0,0,0,1,0
0.75,0,0.32941176470588235,0,1,0,0,1,0.0,1,0.12039800995024874,0.0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,0.18823529411764706,0,1,1,0,1,0.5,1,0.8507462686567163,0.0,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.1764705882352941,0,1,0,0,1,0.0,1,0.6203980099502486,0.25,1,0,0,0,0,0,0,0,0,0,0
0.0,1,0.27058823529411763,0,0,0,0,1,0.0,1,0.7567164179104477,0.25,1,0,1,0,0,0,0,0,1,0,0
0.25,1,0.27058823529411763,0,0,0,0,1,0.0,1,0.5696517412935324,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.3411764705882353,0,0,1,0,1,0.0,1,0.8194029850746268,0.0,1,0,1,0,0,0,0,0,1,0,0
0.0,0,0.023529411764705882,1,0,0,1,1,0.0,1,0.6970149253731343,0.0,1,0,1,0,0,0,0,0,1,0,1
0.0,0,0.10588235294117647,0,0,1,0,1,0.0,1,0.7348258706467661,0.0,1,0,1,0,0,0,0,0,1,0,0
0.0,0,0.2823529411764706,0,0,0,0,1,0.0,0,0.718407960199005,0.5,1,0,1,0,0,0,0,0,0,1,0
0.0,0,0.11764705882352941,0,0,1,1,1,0.0,1,0.2527363184079602,0.0,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.24705882352941178,0,0,1,0,1,0.0,1,0.5577114427860697,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.3176470588235294,0,0,0,0,1,0.0,0,0.7109452736318408,0.25,1,0,1,0,0,0,0,0,0,0,0
0.25,1,0.18823529411764706,0,0,1,0,1,0.0,1,0.817910447761194,0.5,1,0,0,0,0,0,0,0,0,1,0
0.5,1,0.3058823529411765,0,1,1,0,1,0.0,1,0.8696517412935324,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.3176470588235294,0,0,1,1,1,0.0,1,0.8537313432835821,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.10588235294117647,0,0,0,0,1,0.0,1,0.618407960199005,0.25,1,0,1,0,0,0,0,0,1,0,0
0.25,0,0.16470588235294117,0,0,1,0,1,0.0,1,0.4159203980099502,0.0,1,1,0,0,0,0,0,0,0,0,0
0.25,1,0.18823529411764706,0,0,0,0,1,0.0,1,0.7751243781094528,0.25,1,0,1,0,0,0,0,0,0,0,0
0.75,0,0.3529411764705882,0,1,0,0,1,0.5,0,0.7661691542288557,0.25,1,0,1,0,0,0,0,0,0,1,0
1.0,1,0.2823529411764706,0,1,0,0,1,0.0,1,0.7099502487562188,0.0,1,0,1,0,1,0,0,0,0,0,0
0.0,0,0.3176470588235294,0,0,0,0,1,0.0,1,0.708955223880597,0.25,1,0,1,0,0,0,0,0,1,0,0
0.0,1,0.2588235294117647,0,0,0,0,1,0.0,1,0.6701492537313432,0.0,1,0,0,0,0,0,0,0,0,0,0
0.25,1,0.2588235294117647,0,0,0,0,1,0.0,1,0.6800995024875621,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.21176470588235294,0,0,0,0,1,0.0,1,0.5074626865671642,0.25,1,0,0,0,0,0,0,0,1,0,0
0.0,0,0.058823529411764705,0,0,0,0,1,0.0,1,0.06915422885572137,0.0,1,0,0,0,0,0,0,0,0,0,0
0.0,1,0.2823529411764706,0,0,0,0,1,0.0,1,0.7641791044776118,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.2823529411764706,0,0,0,0,1,0.0,1,0.6064676616915423,0.5,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.047058823529411764,0,1,1,0,1,0.0,1,0.7562189054726368,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.11764705882352941,0,1,1,0,1,0.0,1,0.8114427860696517,0.0,1,0,1,0,0,0,0,0,0,1,0
0.0,1,0.21176470588235294,0,0,0,0,1,0.0,1,0.7522388059701491,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.21176470588235294,0,0,0,0,1,0.0,1,0.6582089552238807,0.25,1,0,1,0,0,0,0,0,0,1,0
0.0,0,0.10588235294117647,0,0,1,0,1,0.0,1,0.5701492537313433,0.0,1,0,1,0,0,0,0,0,0,1,0
0.25,1,0.09411764705882353,0,0,0,0,0,0.0,1,0.7805970149253731,0.0,1,0,1,0,0,0,0,1,0,0,0
0.25,1,0.10588235294117647,0,1,0,0,1,0.0,1,0.6960199004975124,0.0,1,0,1,0,0,0,0,1,0,0,0
0.0,1,0.22352941176470587,0,0,0,0,1,0.0,0,0.5711442786069653,0.5,1,0,1,0,0,0,0,1,0,0,0
0.0,1,0.23529411764705882,0,0,0,0,1,0.0,1,0.5616915422885572,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.3058823529411765,0,0,0,0,0,0.0,1,0.07512437810945272,0.0,1,1,0,0,0,0,0,0,0,0,1
0.0,1,0.16470588235294117,0,0,0,0,1,0.0,1,0.7671641791044775,0.0,1,0,1,0,0,0,0,1,0,0,0
0.0,0,0.07058823529411765,0,0,0,0,0,0.0,0,0.26616915422885573,0.5,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.22352941176470587,0,0,0,0,1,0.0,1,0.618905472636816,0.25,1,0,1,0,0,0,0,1,0,0,0
0.0,0,0.12941176470588234,0,1,0,0,1,0.0,1,0.5616915422885572,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.23529411764705882,0,0,1,0,0,0.0,1,0.7019900497512437,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.058823529411764705,0,1,0,1,1,0.0,1,0.7044776119402985,0.0,1,0,1,0,0,0,0,1,0,0,0
0.25,0,0.27058823529411763,0,1,0,0,1,0.0,1,0.7611940298507462,0.25,1,0,1,0,0,0,0,1,0,0,0
0.25,1,0.07058823529411765,1,0,1,0,1,0.0,1,0.6676616915422885,0.0,1,0,1,0,0,0,0,1,0,0,0
0.25,0,0.023529411764705882,0,0,0,0,1,0.0,1,0.2666666666666666,0.0,1,1,0,0,0,0,0,0,0,0,0
0.5,1,0.2,0,0,0,0,1,0.0,1,0.6606965174129353,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.18823529411764706,0,0,0,0,1,0.0,1,0.6054726368159203,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.1411764705882353,0,0,1,0,1,0.0,1,0.31741293532338305,0.25,1,0,0,0,0,0,0,0,1,0,1
0.0,0,0.1764705882352941,0,0,0,0,1,0.0,1,0.5109452736318407,0.0,1,0,1,0,0,0,0,0,1,0,0
0.5,1,0.27058823529411763,1,1,1,0,1,0.0,1,0.944776119402985,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.047058823529411764,0,0,0,0,0,0.0,1,0.7189054726368159,0.0,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.27058823529411763,0,0,0,0,1,0.0,1,0.664179104477612,0.0,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.11764705882352941,0,0,0,0,1,0.0,0,0.6671641791044776,0.0,1,0,1,0,0,0,0,0,0,0,0
0.75,0,0.03529411764705882,0,0,0,0,1,0.0,1,0.2646766169154229,0.25,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.16470588235294117,0,0,0,0,1,0.0,0,0.2671641791044776,0.25,1,0,0,0,0,0,0,0,1,0,0
0.0,0,0.3058823529411765,0,1,1,0,1,0.0,1,0.24925373134328355,0.5,1,1,0,0,0,0,0,0,1,0,0
0.5,0,0.3176470588235294,1,1,0,0,1,0.0,1,0.38706467661691535,0.0,1,1,0,0,0,0,0,0,0,1,0
0.5,1,0.2588235294117647,1,1,0,1,1,0.0,1,0.818407960199005,0.0,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.16470588235294117,0,0,0,0,1,0.0,0,0.2671641791044776,0.0,1,1,0,0,0,0,0,0,1,1,0
0.5,0,0.3411764705882353,0,1,0,0,1,0.0,1,0.31990049751243776,0.5,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.23529411764705882,0,0,0,0,1,0.0,0,0.6039800995024875,0.5,1,0,1,0,0,0,0,0,1,0,0
0.0,1,0.07058823529411765,0,0,0,0,1,0.0,1,0.7492537313432835,0.0,1,0,1,0,0,0,0,0,1,0,0
1.0,1,0.22352941176470587,1,1,1,0,1,0.5,1,0.9014925373134327,0.0,1,0,1,0,0,0,0,0,0,0,0
0.25,1,0.08235294117647059,0,0,0,0,1,0.0,1,0.6616915422885572,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.3176470588235294,0,0,0,0,0,0.0,1,0.5144278606965175,0.25,1,0,1,0,0,0,0,0,1,0,0
0.0,1,0.12941176470588234,0,1,0,0,0,0.0,1,0.6243781094527363,0.0,1,0,1,0,0,0,0,0,1,0,0
0.25,0,0.08235294117647059,0,0,1,0,1,0.0,1,0.781592039800995,0.0,1,0,1,0,0,0,0,0,0,0,0
0.5,0,0.11764705882352941,1,1,0,1,1,0.0,1,0.8945273631840797,0.0,1,0,1,0,0,0,0,0,0,1,0
0.5,1,0.07058823529411765,0,0,0,0,1,0.0,1,0.745771144278607,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.15294117647058825,0,0,0,0,1,0.0,1,0.5203980099502488,0.5,1,0,1,0,0,0,0,0,1,0,0
0.25,1,0.32941176470588235,0,0,1,0,0,0.0,1,0.7985074626865671,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.07058823529411765,0,0,0,0,1,0.0,1,0.7661691542288557,0.0,1,0,0,0,0,0,0,0,0,0,0
0.0,1,0.2,0,0,0,0,1,0.0,1,0.5587064676616916,0.5,1,0,1,0,0,0,0,0,0,1,0
0.0,1,0.32941176470588235,0,0,1,0,1,0.0,1,0.699502487562189,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.023529411764705882,0,0,0,0,1,0.0,1,0.726865671641791,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.2588235294117647,0,0,0,0,1,0.0,1,0.5159203980099502,0.25,1,0,1,0,0,0,0,0,0,1,0
0.75,1,0.24705882352941178,0,1,1,0,1,0.0,1,0.7661691542288557,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.27058823529411763,0,0,1,0,1,0.0,1,0.8213930348258706,0.0,1,0,1,0,0,0,0,0,0,0,0
0.25,0,0.09411764705882353,0,1,0,0,1,0.0,1,0.5791044776119403,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.23529411764705882,0,0,1,0,1,0.0,1,0.6825870646766168,0.25,1,0,1,0,0,0,0,0,0,0,0
1.0,1,0.29411764705882354,0,0,1,0,1,0.0,1,0.808457711442786,0.0,1,0,1,0,1,0,0,0,0,1,0
1.0,1,0.047058823529411764,0,1,1,1,1,1.0,1,0.8970149253731344,0.5,1,0,1,0,1,0,0,0,0,0,0
0.0,1,0.03529411764705882,0,0,1,1,0,0.0,1,0.6447761194029851,0.5,1,0,1,0,0,0,0,0,0,0,0
0.75,1,0.047058823529411764,0,1,1,0,1,0.5,1,0.8606965174129354,0.5,1,0,1,0,0,0,0,0,0,0,0
0.25,1,0.10588235294117647,0,0,0,0,1,0.0,1,0.7562189054726368,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.09411764705882353,0,0,0,0,1,0.0,1,0.5164179104477612,0.25,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.03529411764705882,0,1,1,0,1,0.0,0,0.8766169154228854,0.25,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.23529411764705882,0,0,0,0,1,0.0,1,0.7592039800995024,0.0,1,0,1,0,0,0,0,0,0,1,0
0.0,0,0.07058823529411765,0,0,0,0,1,0.0,1,0.061691542288557194,0.5,1,1,0,0,0,0,0,0,0,1,0
0.0,1,0.15294117647058825,0,0,0,0,0,0.0,1,0.6621890547263681,0.5,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.047058823529411764,0,1,0,0,1,0.0,1,0.8129353233830846,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.08235294117647059,0,1,1,0,1,0.0,1,0.861691542288557,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.10588235294117647,0,0,0,0,1,0.0,1,0.5567164179104478,0.0,1,0,1,0,0,0,0,0,0,1,0
1.0,1,0.1764705882352941,0,0,0,0,1,0.0,1,0.7522388059701491,0.25,1,0,1,0,0,0,0,0,0,0,0
0.75,1,0.2,1,1,1,0,1,0.0,1,0.8203980099502487,0.0,1,0,1,0,0,0,0,0,0,0,0
0.25,1,0.07058823529411765,0,1,0,0,1,0.0,1,0.7109452736318408,0.5,1,0,1,0,0,0,0,0,0,0,0
0.25,1,0.16470588235294117,0,0,0,0,1,0.0,1,0.7776119402985074,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.1764705882352941,0,0,0,0,0,0.0,1,0.5099502487562189,0.25,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.058823529411764705,0,0,0,0,1,0.0,1,0.6666666666666666,0.25,1,0,1,0,0,0,0,0,0,1,0
0.75,0,0.2,1,0,1,0,1,0.5,0,0.44228855721393034,0.0,1,1,0,0,0,0,0,0,0,1,0
0.25,1,0.2588235294117647,0,1,1,0,1,0.0,0,0.872636815920398,0.25,1,0,1,0,0,0,1,0,0,1,0
0.5,1,0.27058823529411763,0,0,0,0,0,0.0,1,0.7701492537313434,0.0,1,0,1,0,0,0,1,0,0,0,0
0.5,0,0.24705882352941178,0,0,1,1,1,0.0,1,0.8024875621890547,0.25,1,0,1,0,0,0,1,0,0,0,0
0.0,1,0.32941176470588235,0,0,0,0,1,0.0,1,0.5751243781094527,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.058823529411764705,0,0,0,0,1,0.0,1,0.5124378109452736,0.0,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.29411764705882354,0,1,1,1,0,0.0,1,0.9174129353233832,0.0,1,0,1,0,0,0,1,0,0,0,0
0.0,1,0.023529411764705882,0,0,1,0,1,0.0,1,0.8059701492537313,0.25,1,0,1,0,0,0,0,0,0,0,0
0.25,1,0.1764705882352941,0,0,1,0,1,0.0,1,0.6129353233830845,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.023529411764705882,0,0,0,0,1,0.0,1,0.618905472636816,0.0,1,0,1,0,0,0,0,0,0,1,0
0.0,1,0.32941176470588235,1,0,0,0,1,0.0,1,0.8213930348258706,0.0,1,0,1,0,0,0,0,1,0,0,0
0.0,0,0.21176470588235294,0,0,0,0,1,0.0,1,0.6069651741293532,0.0,1,0,1,0,0,0,0,1,0,0,0
0.0,0,0.07058823529411765,0,0,0,0,1,0.0,1,0.708955223880597,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.27058823529411763,0,0,0,0,1,0.0,1,0.6746268656716418,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.047058823529411764,0,0,0,0,1,0.0,1,0.16368159203980104,0.0,1,1,0,0,0,0,0,1,0,0,0
0.75,1,0.07058823529411765,1,0,0,1,0,0.5,1,0.4159203980099502,0.0,1,0,0,0,0,0,0,0,0,0,0
0.25,0,0.09411764705882353,0,1,0,0,1,0.0,1,0.5577114427860697,0.0,1,0,1,0,0,0,0,1,0,1,0
0.0,1,0.3176470588235294,0,0,0,0,1,0.0,1,0.5601990049751243,0.0,1,0,1,0,0,0,0,0,0,0,0
0.5,1,0.2588235294117647,0,0,1,1,1,0.0,1,0.8621890547263681,0.0,1,0,1,0,0,0,1,0,0,0,0
0.0,1,0.3411764705882353,0,0,0,0,0,0.0,1,0.5587064676616916,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.23529411764705882,0,0,0,0,1,0.0,1,0.5119402985074627,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.3176470588235294,0,1,1,0,1,0.0,1,0.7945273631840796,0.5,1,0,1,0,0,0,0,1,0,0,0
0.0,1,0.23529411764705882,1,0,0,0,1,0.0,1,0.8094527363184079,0.0,1,0,1,0,0,0,0,0,0,0,0
1.0,1,0.23529411764705882,0,1,1,0,1,0.0,1,0.8427860696517412,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.058823529411764705,0,0,0,0,1,0.0,1,0.5248756218905473,0.5,1,0,1,0,0,0,0,0,0,0,0
0.75,0,0.3058823529411765,0,0,0,0,1,0.0,0,0.5203980099502488,0.5,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.09411764705882353,0,0,0,0,1,0.0,1,0.5074626865671642,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.08235294117647059,0,1,1,1,0,0.0,1,0.6522388059701492,0.0,1,0,0,0,0,0,0,1,0,1,0
0.75,0,0.29411764705882354,0,1,1,0,1,0.0,1,0.36019900497512436,0.25,1,1,0,0,0,0,0,0,0,0,0
0.5,1,0.1764705882352941,0,0,1,0,1,0.0,1,0.8114427860696517,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.2,0,0,0,0,1,0.0,1,0.5174129353233831,0.25,1,0,1,0,0,0,0,0,0,1,0
1.0,1,0.047058823529411764,0,1,0,0,0,0.0,1,0.7134328358208956,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.12941176470588234,0,0,0,0,1,0.0,1,0.564179104477612,0.5,1,0,1,0,0,0,0,1,0,0,0
0.5,0,0.10588235294117647,0,1,0,0,1,0.0,1,0.5587064676616916,0.0,1,0,1,0,0,0,1,0,0,0,0
0.75,0,0.2823529411764706,0,0,0,0,1,0.0,1,0.5253731343283582,0.5,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.15294117647058825,0,0,1,0,1,0.0,1,0.12089552238805967,0.0,1,1,0,0,0,0,0,0,0,0,0
0.25,1,0.3411764705882353,0,1,1,0,1,0.0,1,0.8771144278606965,0.0,1,0,1,0,0,0,0,0,0,0,0
0.0,1,0.29411764705882354,0,0,0,0,1,0.0,1,0.6696517412935323,0.5,1,0,1,0,0,0,0,0,1,0,0
0.5,0,0.047058823529411764,0,1,1,0,1,0.0,1,0.6109452736318408,0.5,1,0,1,0,0,0,1,0,0,1,0
0.0,0,0.0,0,0,0,0,0,0.0,1,0.011940298507462671,0.0,1,0,0,1,0,0,0,0,0,0,0
0.5,1,0.10588235294117647,0,0,0,0,1,0.0,1,0.6736318407960199,0.5,1,0,1,0,0,0,1,0,0,1,0
0.25,0,0.18823529411764706,0,0,0,1,1,0.0,0,0.40945273631840795,0.0,1,1,0,0,0,0,0,0,0,0,0
0.5,1,0.023529411764705882,0,0,0,1,1,0.0,1,0.8089552238805969,0.0,1,0,1,0,0,0,1,0,0,0,0
0.0,0,0.23529411764705882,0,1,1,1,1,0.0,1,0.7646766169154228,0.5,1,0,1,0,0,0,0,0,1,1,0
0.25,0,0.18823529411764706,0,0,0,0,1,0.0,0,0.6293532338308457,0.25,1,0,1,0,0,0,0,0,0,0,0
0.0,0,0.23529411764705882,0,0,0,0,1,0.0,1,0.1810945273631841,0.0,1,1,0,0,0,0,0,0,1,1,0
0.0,0,0.24705882352941178,0,0,0,0,1,0.0,0,0.06766169154228854,0.0,1,1,0,0,0,0,0,0,1,1,0
0.5,0,0.24705882352941178,0,1,1,0,1,0.0,0,0.3711442786069651,0.0,1,1,0,0,0,1,0,0,0,1,0
0.0,1,0.047058823529411764,0,0,0,0,1,0.0,1,0.6805970149253732,0.0,1,0,0,0,0,0,0,0,0,0,0
